"Series_Reference","Period","Data_Value","Status Code","Type","Group","Description"
"CPIQ.SE906203PCCP","2026.03",0.1,"FINAL","Percentage contribution quarterly","Class","Paramedical services"
"CPIQ.SE906203PPCA","2026.03",0.002,"FINAL","Percentage points contribution annual","Class","Paramedical services"
"CPIQ.SE906203PPCP","2026.03",0.001,"FINAL","Percentage points contribution quarterly","Class","Paramedical services"
"CPIQ.SE9062IPCA","2026.03",0.84,"FINAL","Index point contribution annual","Subgroup","Out-patient services"
"CPIQ.SE9062IPCP","2026.03",0.07,"FINAL","Index point contribution quarterly","Subgroup","Out-patient services"
"CPIQ.SE9062PCCA","2026.03",2.1,"FINAL","Percentage contribution annual","Subgroup","Out-patient services"
"CPIQ.SE9062PCCP","2026.03",0.6,"FINAL","Percentage contribution quarterly","Subgroup","Out-patient services"
"CPIQ.SE9062PPCA","2026.03",0.065,"FINAL","Percentage points contribution annual","Subgroup","Out-patient services"
"CPIQ.SE9062PPCP","2026.03",0.005,"FINAL","Percentage points contribution quarterly","Subgroup","Out-patient services"
"CPIQ.SE9063","2026.03",1640,"FINAL","Main CPI","Subgroup","Hospital services"
"CPIQ.SE906300","2026.03",1640,"FINAL","Main CPI","Class","Hospital services"
"CPIQ.SE906300IPCA","2026.03",0.21,"FINAL","Index point contribution annual","Class","Hospital services"
"CPIQ.SE906300IPCP","2026.03",0.03,"FINAL","Index point contribution quarterly","Class","Hospital services"
"CPIQ.SE906300PCCA","2026.03",0.5,"FINAL","Percentage contribution annual","Class","Hospital services"
"CPIQ.SE906300PCCP","2026.03",0.2,"FINAL","Percentage contribution quarterly","Class","Hospital services"
"CPIQ.SE906300PPCA","2026.03",0.016,"FINAL","Percentage points contribution annual","Class","Hospital services"
"CPIQ.SE906300PPCP","2026.03",0.002,"FINAL","Percentage points contribution quarterly","Class","Hospital services"
"CPIQ.SE9063IPCA","2026.03",0.21,"FINAL","Index point contribution annual","Subgroup","Hospital services"
"CPIQ.SE9063IPCP","2026.03",0.03,"FINAL","Index point contribution quarterly","Subgroup","Hospital services"
"CPIQ.SE9063PCCA","2026.03",0.5,"FINAL","Percentage contribution annual","Subgroup","Hospital services"
"CPIQ.SE9063PCCP","2026.03",0.2,"FINAL","Percentage contribution quarterly","Subgroup","Hospital services"
"CPIQ.SE9063PPCA","2026.03",0.016,"FINAL","Percentage points contribution annual","Subgroup","Hospital services"
"CPIQ.SE9063PPCP","2026.03",0.002,"FINAL","Percentage points contribution quarterly","Subgroup","Hospital services"
"CPIQ.SE906IPCA","2026.03",1.84,"FINAL","Index point contribution annual","Group","Health"
"CPIQ.SE906IPCP","2026.03",1.66,"FINAL","Index point contribution quarterly","Group","Health"
"CPIQ.SE906PCCA","2026.03",4.6,"FINAL","Percentage contribution annual","Group","Health"
"CPIQ.SE906PCCP","2026.03",13.7,"FINAL","Percentage contribution quarterly","Group","Health"
"CPIQ.SE906PPCA","2026.03",0.141,"FINAL","Percentage points contribution annual","Group","Health"
"CPIQ.SE906PPCP","2026.03",0.124,"FINAL","Percentage points contribution quarterly","Group","Health"
"CPIQ.SE907","2026.03",1306,"FINAL","Main CPI","Group","Transport"
"CPIQ.SE9071","2026.03",1081,"FINAL","Main CPI","Subgroup","Purchase of vehicles"
"CPIQ.SE907101","2026.03",1004,"FINAL","Main CPI","Class","Purchase of new motor cars"
"CPIQ.SE907101IPCA","2026.03",0.37,"FINAL","Index point contribution annual","Class","Purchase of new motor cars"
"CPIQ.SE907101IPCP","2026.03",0.25,"FINAL","Index point contribution quarterly","Class","Purchase of new motor cars"
"CPIQ.SE907101PCCA","2026.03",0.9,"FINAL","Percentage contribution annual","Class","Purchase of new motor cars"
"CPIQ.SE907101PCCP","2026.03",2.1,"FINAL","Percentage contribution quarterly","Class","Purchase of new motor cars"
"CPIQ.SE907101PPCA","2026.03",0.029,"FINAL","Percentage points contribution annual","Class","Purchase of new motor cars"
"CPIQ.SE907101PPCP","2026.03",0.019,"FINAL","Percentage points contribution quarterly","Class","Purchase of new motor cars"
"CPIQ.SE907102","2026.03",1141,"FINAL","Main CPI","Class","Purchase of second-hand motor cars"
"CPIQ.SE907102IPCA","2026.03",0.65,"FINAL","Index point contribution annual","Class","Purchase of second-hand motor cars"
"CPIQ.SE907102IPCP","2026.03",0.35,"FINAL","Index point contribution quarterly","Class","Purchase of second-hand motor cars"
"CPIQ.SE907102PCCA","2026.03",1.6,"FINAL","Percentage contribution annual","Class","Purchase of second-hand motor cars"
"CPIQ.SE907102PCCP","2026.03",2.9,"FINAL","Percentage contribution quarterly","Class","Purchase of second-hand motor cars"
"CPIQ.SE907102PPCA","2026.03",0.05,"FINAL","Percentage points contribution annual","Class","Purchase of second-hand motor cars"
"CPIQ.SE907102PPCP","2026.03",0.026,"FINAL","Percentage points contribution quarterly","Class","Purchase of second-hand motor cars"
"CPIQ.SE907103","2026.03",1114,"FINAL","Main CPI","Class","Purchase of motorcycles"
"CPIQ.SE907103IPCA","2026.03",0.02,"FINAL","Index point contribution annual","Class","Purchase of motorcycles"
"CPIQ.SE907103IPCP","2026.03",-0.02,"FINAL","Index point contribution quarterly","Class","Purchase of motorcycles"
"CPIQ.SE907103PCCA","2026.03",0,"FINAL","Percentage contribution annual","Class","Purchase of motorcycles"
"CPIQ.SE907103PCCP","2026.03",-0.1,"FINAL","Percentage contribution quarterly","Class","Purchase of motorcycles"
"CPIQ.SE907103PPCA","2026.03",0.001,"FINAL","Percentage points contribution annual","Class","Purchase of motorcycles"
"CPIQ.SE907103PPCP","2026.03",-0.001,"FINAL","Percentage points contribution quarterly","Class","Purchase of motorcycles"
"CPIQ.SE907104","2026.03",1314,"FINAL","Main CPI","Class","Purchase of bicycles"
"CPIQ.SE907104IPCA","2026.03",0.03,"FINAL","Index point contribution annual","Class","Purchase of bicycles"
"CPIQ.SE907104IPCP","2026.03",0.03,"FINAL","Index point contribution quarterly","Class","Purchase of bicycles"
"CPIQ.SE907104PCCA","2026.03",0.1,"FINAL","Percentage contribution annual","Class","Purchase of bicycles"
"CPIQ.SE907104PCCP","2026.03",0.3,"FINAL","Percentage contribution quarterly","Class","Purchase of bicycles"
"CPIQ.SE907104PPCA","2026.03",0.002,"FINAL","Percentage points contribution annual","Class","Purchase of bicycles"
"CPIQ.SE907104PPCP","2026.03",0.002,"FINAL","Percentage points contribution quarterly","Class","Purchase of bicycles"
"CPIQ.SE9071IPCA","2026.03",1.07,"FINAL","Index point contribution annual","Subgroup","Purchase of vehicles"
"CPIQ.SE9071IPCP","2026.03",0.61,"FINAL","Index point contribution quarterly","Subgroup","Purchase of vehicles"
"CPIQ.SE9071PCCA","2026.03",2.7,"FINAL","Percentage contribution annual","Subgroup","Purchase of vehicles"
"CPIQ.SE9071PCCP","2026.03",5.1,"FINAL","Percentage contribution quarterly","Subgroup","Purchase of vehicles"
"CPIQ.SE9071PPCA","2026.03",0.082,"FINAL","Percentage points contribution annual","Subgroup","Purchase of vehicles"
"CPIQ.SE9071PPCP","2026.03",0.046,"FINAL","Percentage points contribution quarterly","Subgroup","Purchase of vehicles"
"CPIQ.SE9072","2026.03",1450,"FINAL","Main CPI","Subgroup","Private transport supplies and services"
"CPIQ.SE907201","2026.03",1392,"FINAL","Main CPI","Class","Vehicle parts and accessories"
"CPIQ.SE907201IPCA","2026.03",0.29,"FINAL","Index point contribution annual","Class","Vehicle parts and accessories"
"CPIQ.SE907201IPCP","2026.03",0.1,"FINAL","Index point contribution quarterly","Class","Vehicle parts and accessories"
"CPIQ.SE907201PCCA","2026.03",0.7,"FINAL","Percentage contribution annual","Class","Vehicle parts and accessories"
"CPIQ.SE907201PCCP","2026.03",0.8,"FINAL","Percentage contribution quarterly","Class","Vehicle parts and accessories"
"CPIQ.SE907201PPCA","2026.03",0.022,"FINAL","Percentage points contribution annual","Class","Vehicle parts and accessories"
"CPIQ.SE907201PPCP","2026.03",0.007,"FINAL","Percentage points contribution quarterly","Class","Vehicle parts and accessories"
"CPIQ.SE907202","2026.03",1444,"FINAL","Main CPI","Class","Petrol"
"CPIQ.SE907202IPCA","2026.03",0.54,"FINAL","Index point contribution annual","Class","Petrol"
"CPIQ.SE907202IPCP","2026.03",1.62,"FINAL","Index point contribution quarterly","Class","Petrol"
"CPIQ.SE907202PCCA","2026.03",1.3,"FINAL","Percentage contribution annual","Class","Petrol"
"CPIQ.SE907202PCCP","2026.03",13.4,"FINAL","Percentage contribution quarterly","Class","Petrol"
"CPIQ.SE907202PPCA","2026.03",0.042,"FINAL","Percentage points contribution annual","Class","Petrol"
"CPIQ.SE907202PPCP","2026.03",0.12,"FINAL","Percentage points contribution quarterly","Class","Petrol"
"CPIQ.SE907203","2026.03",1796,"FINAL","Main CPI","Class","Other vehicle fuels and lubricants"
"CPIQ.SE907203IPCA","2026.03",0.51,"FINAL","Index point contribution annual","Class","Other vehicle fuels and lubricants"
"CPIQ.SE907203IPCP","2026.03",0.65,"FINAL","Index point contribution quarterly","Class","Other vehicle fuels and lubricants"
"CPIQ.SE907203PCCA","2026.03",1.3,"FINAL","Percentage contribution annual","Class","Other vehicle fuels and lubricants"
"CPIQ.SE907203PCCP","2026.03",5.4,"FINAL","Percentage contribution quarterly","Class","Other vehicle fuels and lubricants"
"CPIQ.SE907203PPCA","2026.03",0.039,"FINAL","Percentage points contribution annual","Class","Other vehicle fuels and lubricants"
"CPIQ.SE907203PPCP","2026.03",0.048,"FINAL","Percentage points contribution quarterly","Class","Other vehicle fuels and lubricants"
"CPIQ.SE907204","2026.03",1413,"FINAL","Main CPI","Class","Vehicle servicing and repairs"
"CPIQ.SE907204IPCA","2026.03",0.66,"FINAL","Index point contribution annual","Class","Vehicle servicing and repairs"
"CPIQ.SE907204IPCP","2026.03",0.15,"FINAL","Index point contribution quarterly","Class","Vehicle servicing and repairs"
"CPIQ.SE907204PCCA","2026.03",1.6,"FINAL","Percentage contribution annual","Class","Vehicle servicing and repairs"
"CPIQ.SE907204PCCP","2026.03",1.3,"FINAL","Percentage contribution quarterly","Class","Vehicle servicing and repairs"
"CPIQ.SE907204PPCA","2026.03",0.051,"FINAL","Percentage points contribution annual","Class","Vehicle servicing and repairs"
"CPIQ.SE907204PPCP","2026.03",0.011,"FINAL","Percentage points contribution quarterly","Class","Vehicle servicing and repairs"
"CPIQ.SE907205","2026.03",1405,"FINAL","Main CPI","Class","Other private transport services"
"CPIQ.SE907205IPCA","2026.03",1.69,"FINAL","Index point contribution annual","Class","Other private transport services"
"CPIQ.SE907205IPCP","2026.03",0.7,"FINAL","Index point contribution quarterly","Class","Other private transport services"
"CPIQ.SE907205PCCA","2026.03",4.2,"FINAL","Percentage contribution annual","Class","Other private transport services"
"CPIQ.SE907205PCCP","2026.03",5.8,"FINAL","Percentage contribution quarterly","Class","Other private transport services"
"CPIQ.SE907205PPCA","2026.03",0.13,"FINAL","Percentage points contribution annual","Class","Other private transport services"
"CPIQ.SE907205PPCP","2026.03",0.052,"FINAL","Percentage points contribution quarterly","Class","Other private transport services"
"CPIQ.SE9072IPCA","2026.03",3.69,"FINAL","Index point contribution annual","Subgroup","Private transport supplies and services"
"CPIQ.SE9072IPCP","2026.03",3.22,"FINAL","Index point contribution quarterly","Subgroup","Private transport supplies and services"
"CPIQ.SE9072PCCA","2026.03",9.1,"FINAL","Percentage contribution annual","Subgroup","Private transport supplies and services"
"CPIQ.SE9072PCCP","2026.03",26.6,"FINAL","Percentage contribution quarterly","Subgroup","Private transport supplies and services"
"CPIQ.SE9072PPCA","2026.03",0.283,"FINAL","Percentage points contribution annual","Subgroup","Private transport supplies and services"
"CPIQ.SE9072PPCP","2026.03",0.24,"FINAL","Percentage points contribution quarterly","Subgroup","Private transport supplies and services"
"CPIQ.SE9073","2026.03",1261,"FINAL","Main CPI","Subgroup","Passenger transport services"
"CPIQ.SE907301","2026.03",1156,"FINAL","Main CPI","Class","Rail passenger transport"
"CPIQ.SE907301IPCA","2026.03",0,"FINAL","Index point contribution annual","Class","Rail passenger transport"
"CPIQ.SE907301IPCP","2026.03",0,"FINAL","Index point contribution quarterly","Class","Rail passenger transport"
"CPIQ.SE907301PCCA","2026.03",0,"FINAL","Percentage contribution annual","Class","Rail passenger transport"
"CPIQ.SE907301PCCP","2026.03",0,"FINAL","Percentage contribution quarterly","Class","Rail passenger transport"
"CPIQ.SE907301PPCA","2026.03",0,"FINAL","Percentage points contribution annual","Class","Rail passenger transport"
"CPIQ.SE907301PPCP","2026.03",0,"FINAL","Percentage points contribution quarterly","Class","Rail passenger transport"
"CPIQ.SE907302","2026.03",1283,"FINAL","Main CPI","Class","Road passenger transport"
"CPIQ.SE907302IPCA","2026.03",0.16,"FINAL","Index point contribution annual","Class","Road passenger transport"
"CPIQ.SE907302IPCP","2026.03",0.52,"FINAL","Index point contribution quarterly","Class","Road passenger transport"
"CPIQ.SE907302PCCA","2026.03",0.4,"FINAL","Percentage contribution annual","Class","Road passenger transport"
"CPIQ.SE907302PCCP","2026.03",4.3,"FINAL","Percentage contribution quarterly","Class","Road passenger transport"
"CPIQ.SE907302PPCA","2026.03",0.012,"FINAL","Percentage points contribution annual","Class","Road passenger transport"
"CPIQ.SE907302PPCP","2026.03",0.039,"FINAL","Percentage points contribution quarterly","Class","Road passenger transport"
"CPIQ.SE907303","2026.03",1680,"FINAL","Main CPI","Class","Domestic air transport"
"CPIQ.SE907303IPCA","2026.03",0.17,"FINAL","Index point contribution annual","Class","Domestic air transport"
"CPIQ.SE907303IPCP","2026.03",0.54,"FINAL","Index point contribution quarterly","Class","Domestic air transport"
"CPIQ.SE907303PCCA","2026.03",0.4,"FINAL","Percentage contribution annual","Class","Domestic air transport"
"CPIQ.SE907303PCCP","2026.03",4.4,"FINAL","Percentage contribution quarterly","Class","Domestic air transport"
"CPIQ.SE907303PPCA","2026.03",0.013,"FINAL","Percentage points contribution annual","Class","Domestic air transport"
"CPIQ.SE907303PPCP","2026.03",0.04,"FINAL","Percentage points contribution quarterly","Class","Domestic air transport"
"CPIQ.SE907304","2026.03",1417,"FINAL","Main CPI","Class","International air transport"
"CPIQ.SE907304IPCA","2026.03",1.12,"FINAL","Index point contribution annual","Class","International air transport"
"CPIQ.SE907304IPCP","2026.03",-1.77,"FINAL","Index point contribution quarterly","Class","International air transport"
"CPIQ.SE907304PCCA","2026.03",2.8,"FINAL","Percentage contribution annual","Class","International air transport"
"CPIQ.SE907304PCCP","2026.03",-14.6,"FINAL","Percentage contribution quarterly","Class","International air transport"
"CPIQ.SE907304PPCA","2026.03",0.086,"FINAL","Percentage points contribution annual","Class","International air transport"
"CPIQ.SE907304PPCP","2026.03",-0.131,"FINAL","Percentage points contribution quarterly","Class","International air transport"
"CPIQ.SE907305","2026.03",1378,"FINAL","Main CPI","Class","Sea passenger transport"
"CPIQ.SE907305IPCA","2026.03",0.21,"FINAL","Index point contribution annual","Class","Sea passenger transport"
"CPIQ.SE907305IPCP","2026.03",-0.21,"FINAL","Index point contribution quarterly","Class","Sea passenger transport"
"CPIQ.SE907305PCCA","2026.03",0.5,"FINAL","Percentage contribution annual","Class","Sea passenger transport"
"CPIQ.SE907305PCCP","2026.03",-1.7,"FINAL","Percentage contribution quarterly","Class","Sea passenger transport"
